Symbol	Date	EMA10T7	EMA10T6	EMA10T5	EMA10T4	EMA10T3	EMA10T2	EMA10T1	EMA10T0	EMA20T7	EMA20T6	EMA20T5	EMA20T4	EMA20T3	EMA20T2	EMA20T1	EMA20T0
PHX	21.07.2021	3,6262216945	3,5705450106	3,5031731992	3,4589598885	3,3773308161	3,2941797725	3,2479652615	3,2410624936	3,5972267380	3,5708241851	3,5355076006	3,5092687806	3,4617193720	3,4101270581	3,3748768585	3,3591743042
WDFC	21.07.2021	257,1197805338	256,0816392844	255,2267966659	255,3328331919	254,7795895726	254,3796645287	253,7215427066	251,4648981342	255,5684531441	255,1724103363	254,8112288645	254,9063496925	254,6571728919	254,4593470766	254,1070277842	252,8882630008
WEC	21.07.2021	91,2531304988	91,3689248426	91,6927569669	92,2486193365	92,8288708101	93,0836221823	93,2175090027	93,0143252703	91,3369444004	91,3896163041	91,5572720395	91,8613413691	92,2021662331	92,3952935783	92,5309798751	92,4899340274
GSS	21.07.2021	2,7293599068	2,7076580865	2,6880838716	2,6538868040	2,5986346405	2,5279738037	2,4537967277	2,4149245971	2,8842095053	2,8580943043	2,8335138853	2,8017506581	2,7587267769	2,7064670875	2,6506130682	2,6115070626
CDMO	21.07.2021	25,7844579349	25,7545566448	25,6391828620	25,6847858670	25,5802794567	25,5293194168	25,5403522778	25,6402882551	24,9857427810	25,0461483103	25,0531818845	25,1328787898	25,1306999155	25,1468236604	25,1890309454	25,2748375366
NWSA	21.07.2021	25,5670450820	25,5057640748	25,4138069703	25,3222056752	25,1218045185	24,8960217262	24,7912904478	24,7583286591	25,7061776586	25,6608273618	25,5978914226	25,5323779392	25,4073894987	25,2619237522	25,1722166991	25,1186723097
ECCB	21.07.2021	25,4891245367	25,4856472234	25,4864385957	25,4843589204	25,4817480827	25,4796119429	25,4760459686	25,4640375829	25,4913860915	25,4893492555	25,4894112094	25,4880387496	25,4863207080	25,4847662895	25,4824075081	25,4755115404
PYR	21.07.2021	1,9887765883	1,6271808450	1,3313297823	1,0892698219	0,8912207633	0,7291806246	0,5966023292	1,2112200872	3,3454996004	3,0268805908	2,7386062489	2,4777866061	2,2418069293	2,0283015075	1,8351299354	2,0391175604
PYPL	21.07.2021	294,6601253405	295,8473757225	296,7387619547	296,6971706476	296,3213223268	296,0538102862	296,4203915658	297,3930456472	288,0009183248	289,2570215740	290,3515909479	290,9381070258	291,2897163455	291,6287915606	292,2422406809	293,1496452840
MRK	21.07.2021	77,7181015265	77,6984468145	77,6841842567	77,7234237602	77,7773461025	77,6451019115	77,3769012310	77,1974645326	77,0656181128	77,1174640650	77,1653248918	77,2352940951	77,3100276711	77,2852634216	77,1790476832	77,1039002267
SMID	21.07.2021	23,5806342549	23,8841552995	24,1761270216	23,2877404569	22,2790603322	21,4865039220	20,9071394338	20,5749322502	22,4033026485	22,6744166820	22,9425674524	22,5947039727	22,1323511916	21,7311748949	21,4043962608	21,1830251811
ETB	21.07.2021	16,6709249044	16,6889386413	16,7200408175	16,6982152837	16,6621761412	16,6090533590	16,6019526928	16,5943248334	16,6315012358	16,6446916379	16,6651972543	16,6589880283	16,6438463113	16,6177657902	16,6132166382	16,6081483361
OCGN	21.07.2021	7,4515144865	7,3185118144	7,1587824040	7,0135492639	6,9492675518	7,0530370844	7,1197576284	7,2252562067	7,6356676312	7,5484611702	7,4428934451	7,3397607488	7,2750216153	7,2983528882	7,3099383347	7,3470870466
SOHOO	21.07.2021	19,2513106056	19,2456176434	19,2345961566	19,1919423099	19,1734073722	19,0836969964	19,0302977090	19,0011528236	19,4038721163	19,3863604207	19,3671831870	19,3322133596	19,3091454351	19,2492268513	19,2054910479	19,1735395995
ERES	21.07.2021	9,7929030606	9,7905570011	9,7886374978	9,7870669951	9,7839639883	9,7814251646	9,7793479451	9,7794664520	9,7931908661	9,7919345677	9,7907979167	9,7897695183	9,7878867506	9,7861832942	9,7846420716	9,7841999442
PLUS	21.07.2021	87,5716534021	87,6040800562	87,7306115100	88,0268640737	88,1656162267	87,8791398833	88,1774774760	88,6379359503	88,4837794615	88,4138957032	88,4030487841	88,4941870532	88,5223598020	88,3383251864	88,4508653251	88,6660209212
EARS	21.07.2021	3,3650879883	3,3296174589	3,2969597564	3,2466034336	3,1908573652	3,1397924053	3,1198301446	3,1471337512	3,4188512519	3,3951511400	3,3718034214	3,3382983319	3,3003651628	3,2631875365	3,2409791969	3,2437430811
RLGT	21.07.2021	6,7689152471	6,7963852161	6,7970424842	6,7703075044	6,7302516292	6,6592968153	6,6230610376	6,6206863278	6,9342643372	6,9329058361	6,9202481556	6,8945102451	6,8616997638	6,8120140865	6,7784889390	6,7624423861
MAACU	20.07.2021	10,6570509072	10,6575870782	10,6580257635	10,6583846878	10,6550420797	10,6541252686	10,6479206535	10,6473897088	10,6326597042	10,6352635274	10,6376193674	10,6397508417	10,6397746037	10,6407484147	10,6387723643	10,6393655160
MHLD	21.07.2021	3,4355583653	3,4309114054	3,4034729628	3,3901142284	3,3773661748	3,3614814088	3,3866666072	3,4181817591	3,4347817272	3,4324215709	3,4179052280	3,4095332943	3,4010063075	3,3904342746	3,4008691056	3,4160244234
CMRE	21.07.2021	11,6153314455	11,5907256449	11,5596846324	11,5342874404	11,3535078988	11,1074155536	10,9406126494	10,8768649227	11,6233004819	11,6096527733	11,5915906117	11,5752486559	11,4766535422	11,3360198715	11,2268750819	11,1662203267
BBN	21.07.2021	25,9045117662	25,9473276978	25,9696316972	26,0115169819	25,9985139914	25,9860569575	25,9758648389	25,9729801563	25,7162982322	25,7566507234	25,7864934826	25,8258751283	25,8367442146	25,8456257470	25,8536614192	25,8637888159
GLEO	21.07.2021	10,0160908344	10,0131652281	10,0144079971	10,0145156964	10,0136947023	10,0130229799	10,0088369419	10,0054120018	10,0191335377	10,0173112960	10,0175674066	10,0173229244	10,0166255248	10,0159945443	10,0135188516	10,0112789392
METX	21.07.2021	0,8752158536	0,8560856950	0,8367973868	0,8155615035	0,7909139587	0,7707477857	0,7560663697	0,7507452160	0,9331832016	0,9176419425	0,9016760432	0,8843735656	0,8649094172	0,8472989972	0,8323181401	0,8222687957
FSM	21.07.2021	5,3894423608	5,3404528199	5,3149159088	5,2831129921	5,2007287978	5,0896872259	4,9515622619	4,8549145918	5,6562956781	5,6052198883	5,5666274998	5,5259962966	5,4597109278	5,3768813302	5,2771783391	5,1955423140
ATI	21.07.2021	21,4619568769	21,4197828161	21,3307314505	21,2705984595	21,0613988922	20,6993263108	20,5339944208	20,4932680653	21,7445321591	21,6955290527	21,6226215530	21,5633242622	21,4258648886	21,2014967749	21,0670685978	20,9949667757
SLVO	21.07.2021	6,0861975097	6,0814343157	6,0866281008	6,0926956980	6,0703873511	6,0339532665	5,9805071764	5,9495058612	6,1400630189	6,1324379640	6,1303010278	6,1293199666	6,1141466165	6,0908945469	6,0574759968	6,0339068488
STWOU	20.07.2021	10,3387783389	10,3317277665	10,3259591164	10,3266938086	10,3272949205	10,3277867392	10,3220072461	10,3172785699	10,3379109194	10,3343003738	10,3310336897	10,3309352358	10,3308461585	10,3307655647	10,3274545135	10,3244588005
ZEUS	21.07.2021	29,5053033384	29,4716117669	29,3058640758	29,4247977137	29,2639255686	28,8668481786	28,8292393911	28,9366504248	30,2696915463	30,1792447033	30,0250308712	30,0188373677	29,8779958008	29,6115200030	29,5208990358	29,5112896111
MNTX	21.07.2021	7,5839080895	7,5541066326	7,5260872622	7,5067986829	7,5182898627	7,5076917128	7,5262932438	7,5306035978	7,5323306442	7,5216324949	7,5100484568	7,5014724206	7,5079988731	7,5034275555	7,5135773248	7,5170461692
VICI	21.07.2021	31,2923817617	31,2919488806	31,2879582583	31,3028750912	31,2732613273	31,1108500243	31,2125136701	31,3593294497	31,4121054775	31,4004764716	31,3880501846	31,3863311993	31,3628710269	31,2692641825	31,3074295058	31,3752934059
SBBA	21.07.2021	25,0187614720	25,0153502953	25,0143775559	25,0153999017	25,0125999196	25,0103090251	25,0093435952	25,0094629832	25,0480566665	25,0434798411	25,0402913066	25,0383588448	25,0347056215	25,0314003242	25,0288859277	25,0270872897
IPOD	21.07.2021	10,3082914279	10,2940565396	10,2787735393	10,2589965460	10,2337244259	10,2130472368	10,1961295366	10,1895605022	10,3585385165	10,3462967094	10,3333160741	10,3177621695	10,2989276663	10,2818869253	10,2664691120	10,2563291820
ENSG	21.07.2021	87,8663967571	87,8270521696	87,7294064870	87,5422411163	87,4345603585	87,2082771008	87,1613170731	87,0174417410	86,9674183804	87,0324262991	87,0569572149	87,0229609990	87,0160120418	86,9373444608	86,9385494596	86,8844021536
ASR	21.07.2021	186,6832578029	185,5881206864	185,0848273478	184,3330400024	184,0015771850	182,4376529508	181,4489887779	180,9419005750	185,6696503042	185,1925411002	184,9665855025	184,5840532592	184,3865238542	183,5306638583	182,9086958718	182,5040585185
GOAC	21.07.2021	9,8247405887	9,8238786080	9,8213553010	9,8156543303	9,8073536262	9,8005621410	9,7968235214	9,7974010976	9,8208768607	9,8207933211	9,8197654257	9,8169306196	9,8124610804	9,8084172116	9,8057107850	9,8051669189
APA	21.07.2021	20,8361477952	20,7150300281	20,4104792804	20,0576647409	19,6799074321	19,2308331870	18,9270452378	18,8348552084	21,2159196841	21,1163082928	20,9185647331	20,6853680265	20,4277138851	20,1212648565	19,8773348193	19,7385410342
THC	21.07.2021	68,1906872736	68,1996528355	67,9415339162	67,8303462643	67,6121009896	67,0753560210	67,7016543159	68,5286262585	67,8041677381	67,8456753691	67,7441823606	67,7047365958	67,6023804680	67,3221541055	67,6267105377	68,0670238198
FMS	21.07.2021	41,0565365982	41,1026211027	41,2457807913	41,2029112513	41,1751090669	41,0287254060	40,8162299886	40,7205519753	41,1157127896	41,1342164642	41,2061957905	41,1875103172	41,1744140239	41,0978030627	40,9799171149	40,9142108102
QQQX	21.07.2021	29,2447817626	29,2566395268	29,2990686622	29,2865106404	29,2635086780	29,1810524576	29,1554067227	29,1762419473	29,1095608467	29,1286502390	29,1630644801	29,1694392480	29,1685402574	29,1343935154	29,1254037440	29,1391748596
RTX	21.07.2021	86,1143644902	85,9717530977	85,7787077457	85,6334887660	85,2510360411	84,4872118612	84,5440829868	84,9142500494	86,3958356754	86,2943276902	86,1624873066	86,0498697876	85,8098820725	85,3565602610	85,3035548125	85,4251211952
ROT	21.07.2021	9,9418236477	9,9414919991	9,9430388737	9,9424862749	9,9420341486	9,9398461771	9,9398740686	9,9398968889	9,9430491131	9,9427586814	9,9434483126	9,9431198620	9,9428226923	9,9416015126	9,9414489476	9,9413109126
ADS	21.07.2021	105,0864494142	104,8634587226	104,4482847423	103,8049609096	102,8276953451	101,1753867121	100,5162260466	100,3896394372	106,9393856280	106,6461108645	106,2588623851	105,7494472686	105,0523570816	103,9749895371	103,3630860623	103,0256492654
NINE	21.07.2021	2,7194565399	2,8231917075	2,8226113849	2,8912275054	2,8673679572	2,8278465278	2,7664198881	2,7561617336	2,6923103421	2,7492331630	2,7559728554	2,7982611595	2,7946172386	2,7808441773	2,7531447328	2,7490357143
LPL	21.07.2021	10,3917642612	10,3532617237	10,2981232632	10,2748281383	10,2248593859	10,1548849798	10,1230876275	10,0788898979	10,4493066886	10,4236584616	10,3880719596	10,3673032088	10,3323219508	10,2854341605	10,2563451493	10,2205027650
SITE	21.07.2021	172,5154406924	172,2944520305	171,1481890237	170,2321547667	169,6535817276	169,0492944737	169,7130585600	170,7815927014	171,0258029018	171,0519172018	170,5698303724	170,1450846808	169,8503150018	169,5150470808	169,8183756396	170,3680538014
BBQ	21.07.2021	16,6672237611	16,5513650203	16,5183897146	16,3914097110	16,2711533167	15,9654891050	15,7626729735	15,7149142510	16,1641308076	16,1513565103	16,1721797797	16,1386388193	16,0997207929	15,9559378748	15,8506104945	15,8172190188
ABST	21.07.2021	11,3794629780	11,8613787516	12,2047644332	12,4711709137	12,6673216914	12,8368996350	12,9956451629	13,1455278050	8,0671945375	8,6350807466	9,1222159136	9,5553382148	9,9357822125	10,2847553714	10,6109691492	10,9165911059
SCPS	21.07.2021	6,7697431481	6,6661534502	6,5068528159	6,3565159091	6,2044221040	6,0672544140	5,9332081431	5,8271702815	6,8466554372	6,7850691869	6,6903006893	6,5940815597	6,4917880760	6,3925701458	6,2913729818	6,2017184030
TREX	21.07.2021	101,5351872677	101,2869710679	100,4875216719	99,6788815344	99,0099939827	98,4081763400	98,3121437788	98,6117538344	100,8789282666	100,8114111144	100,4379433311	100,0190916725	99,6363210370	99,2614330285	99,1298677166	99,2089278469
OCN	21.07.2021	29,2078156954	28,8900308570	28,5536617768	28,2511777064	27,8564181095	27,2497967183	27,0461971624	26,9523432577	30,0172230704	29,7736779288	29,5133277371	29,2634869421	28,9602977023	28,5374122504	28,3081348133	28,1387887060
PRSRU	21.07.2021	10,0153000893	10,0197909752	10,0198290630	10,0216782757	10,0177367710	10,0236028473	10,0156749737	10,0091885316	10,0147655744	10,0171688494	10,0174385264	10,0186348318	10,0168600859	10,0200162864	10,0162051679	10,0127570130
WTFC	21.07.2021	74,9662260689	74,8178216065	74,5763991078	74,5697812547	74,1680029557	73,4083656663	73,0577543373	72,9017984484	76,0814318683	75,8974861214	75,6682015255	75,5607538483	75,2559202066	74,7544037930	74,4425561324	74,2289790673
REX	21.07.2021	86,9042424036	86,6652885735	85,2043265153	84,0926301194	83,1012427140	81,9701071757	81,5664513256	81,6943686560	89,0684019626	88,7371252364	87,7745416190	86,9474420684	86,1562570514	85,2728037373	84,7468224290	84,5109342589
MNTK	21.07.2021	7,5226619564	7,4549052544	7,3667406245	7,2509696053	7,1635205827	7,0628805010	7,0023567771	6,9782918877	8,0057305685	7,9242324282	7,8333531294	7,7282718808	7,6370078903	7,5391976278	7,4621311888	7,4057377314
SQM	21.07.2021	47,3400396614	47,8418503546	48,0542408940	48,3025603986	48,1511860026	47,9891518788	47,9456697190	48,1373661337	46,8666961622	47,1746297157	47,3494267258	47,5466240061	47,5393265980	47,5127239050	47,5353216283	47,6748148066
OIS	21.07.2021	7,4769895434	7,3939005320	7,2422822431	7,0709582336	6,8907839954	6,6906414439	6,5450702480	6,4914211120	7,5652153314	7,5132900599	7,4225005250	7,3155957312	7,1979199400	7,0638323231	6,9520387558	6,8851779219
SELF	21.07.2021	5,2954223151	5,2962546561	5,2842083585	5,2779886570	5,2710815868	5,2363394662	5,2297322559	5,2243263565	5,4291042770	5,4168086498	5,3990173516	5,3848252229	5,3710323227	5,3433149514	5,3296658902	5,3173167397
MCBC	21.07.2021	8,5775434854	8,5488992292	8,5163720758	8,5624863271	8,5602161205	8,4892677488	8,4457645217	8,4283528599	8,7798780094	8,7456039205	8,7098321077	8,7155624267	8,6997945947	8,6493379739	8,6113057859	8,5864195569
RES	21.07.2021	5,0383489342	5,0259218171	4,9557541898	4,8437989103	4,7340172486	4,6060141506	4,5267388644	4,4927863713	5,2082641449	5,1855723016	5,1336130221	5,0580308440	4,9801231228	4,8896352263	4,8210985454	4,7752796508
EMO	21.07.2021	23,0427406431	22,9604241903	22,7821651634	22,5599532184	22,2890525777	21,8510428656	21,6635804709	21,5720203575	23,1508150764	23,0974041313	22,9909846466	22,8547003437	22,6847288533	22,4176117397	22,2654582117	22,1601764627
LJPC	21.07.2021	4,1446313389	4,1037892912	4,0503730460	3,9975779450	3,9562001334	3,9150728398	3,8941504967	3,9261231648	4,3016050904	4,2652617558	4,2219034878	4,1779126786	4,1390638502	4,1001053901	4,0715239198	4,0713788010
AVY	21.07.2021	209,5279673169	209,2901552994	209,0646730726	208,8474588989	207,8370106056	206,2011898297	205,2100644061	204,8245974846	210,4780173375	210,2629681835	210,0522095996	209,8443796489	209,2201523762	208,2315660868	207,5190359833	207,0972226838
DBVT	21.07.2021	5,5668922534	5,5074572566	5,4551922627	5,4069754981	5,3766162750	5,3026860050	5,2349248820	5,2212476156	5,6856248880	5,6431844007	5,6028811045	5,5635591000	5,5327439258	5,4791492462	5,4268493016	5,4014065031
BORR	21.07.2021	0,8249765923	0,8280717587	0,8273314392	0,8218166304	0,8163954241	0,8025053487	0,7915043733	0,7903217647	0,8478889439	0,8473280928	0,8451063698	0,8405248099	0,8359033990	0,8267697429	0,8186964325	0,8154872509
FPAC	21.07.2021	9,9817636271	9,9887157781	9,9944039017	9,9936031507	9,9893117173	9,9858005445	9,9811095434	9,9790896749	9,9213272360	9,9307246857	9,9392271402	9,9440626288	9,9465328801	9,9487678693	9,9498375997	9,9517578537
AMCX	21.07.2021	62,7505726556	62,0650139077	61,2313749322	60,1965796564	59,2535648682	58,1292802913	57,4439567129	57,2796011134	62,6423713806	62,2935740626	61,8351383940	61,2356014913	60,6426869037	59,9214785981	59,3918140278	59,1202127790
LITE	21.07.2021	82,6284779033	82,5669366328	82,5784022002	82,3514203149	81,9729796473	81,7306196004	81,6359613248	81,8476052752	82,2591333181	82,2620730892	82,2971134858	82,2050076139	82,0207208548	81,8892235724	81,8245355259	81,9174371951
CERT	21.07.2021	27,0833111125	26,8718000150	26,5296545161	26,1533535286	25,8691074602	25,6310878249	25,4999809199	25,4854389483	27,1081761592	26,9950165323	26,8040625550	26,5808184150	26,3912166757	26,2168150367	26,0923564472	26,0283225071
IRDM	21.07.2021	39,7408945322	39,5843684478	39,2253924773	38,8280485570	38,4884031984	38,3196028665	38,7978570295	39,2982465218	39,7439063536	39,6616296598	39,4662364170	39,2351663692	39,0184837707	38,8795806852	39,0767635497	39,3123098057
GTX	21.07.2021	7,7084163968	7,6759770900	7,6276175914	7,5189598856	7,4082398787	7,2994689813	7,2722928202	7,2700578036	7,7471631213	7,7264809393	7,6963398829	7,6328789617	7,5640333317	7,4922206280	7,4596281963	7,4406160090
CPHI	21.07.2021	0,6982704330	0,7040394486	0,7069413722	0,7074974825	0,7079524818	0,7028702137	0,7005301744	0,7038701472	0,7014995337	0,7042138656	0,7057173097	0,7061251829	0,7064942111	0,7039709536	0,7026403863	0,7041889233
LII	21.07.2021	342,9983453188	341,7568304295	336,0574073809	332,6687902985	329,9853745464	327,6498545650	327,2807892108	326,0842843011	340,9614635145	340,5051349348	337,6389319564	335,7133206680	334,0177666674	332,4103617132	331,7636601327	330,7099793778
CCNE	21.07.2021	23,0715264965	23,0457944617	23,0865591883	23,1671849153	23,1549695455	23,0431570673	23,0134919934	23,0092206802	23,2633458940	23,2315986950	23,2352560058	23,2633269277	23,2477720186	23,1803652469	23,1517589529	23,1363533166
OMEX	21.07.2021	6,2969697587	6,2520662009	6,2116905662	6,1532013480	6,0780737886	6,0002422080	5,8856526948	5,8100794394	6,4202225467	6,3849632747	6,3511572685	6,3072375160	6,2532148736	6,1957658471	6,1171214698	6,0554908336
BUI	21.07.2021	25,7933778792	25,7836727687	25,7648232299	25,7548552034	25,7176086641	25,6089526959	25,5400521225	25,4927700433	25,9612555449	25,9401835665	25,9154042082	25,8958418155	25,8629044271	25,7921517044	25,7386134033	25,6949360017
ALK	21.07.2021	60,0123169787	59,5773500611	59,2087408204	58,7907879162	58,0324626463	57,0865606799	56,7944586549	56,9391025635	61,5649455990	61,1892363926	60,8426423778	60,4681049940	59,9111425119	59,2367481613	58,8789625785	58,7562042523
AEHR	21.07.2021	2,6636583884	2,7120841481	2,7335233800	2,7474282096	2,8660776434	3,5067907749	3,9310106617	4,6762814019	2,6183138878	2,6479982858	2,6653317751	2,6791096959	2,7477659244	3,0946453474	3,3561077098	3,8012402835
APTV	21.07.2021	155,9427734054	156,2313598371	156,1547485137	155,6884299363	154,6087154024	153,2562213600	153,2369072757	153,7483792350	154,9876164433	155,2297480943	155,2850099481	155,1235800804	154,6118105490	153,9030665128	153,8313453112	154,0426460484
SCL	21.07.2021	121,4127724080	121,0177224909	120,5672276590	120,2150039489	119,9704582757	119,4685566046	119,3560914900	119,0186203100	123,6187188620	123,2016978145	122,7577266813	122,3646095929	122,0317898933	121,5725717210	121,3132790308	120,9501095993
OSBC	21.07.2021	12,4195086254	12,3795979315	12,3433074540	12,3499788468	12,3354373215	12,3053578224	12,3116564279	12,3295370496	12,6713881790	12,6264940486	12,5839708349	12,5645450520	12,5364931859	12,5015890802	12,4861996586	12,4789425337
SOHU	21.07.2021	18,6377097958	19,5635806588	20,3047477008	21,0657026226	21,5155750395	21,8981979122	22,0967073411	22,2863968045	18,3929359827	18,9012277503	19,3525393350	19,8418212813	20,1940288655	20,5203119106	20,7555202783	20,9826135270
GOED	21.07.2021	3,5821637480	3,5472249038	3,4695476277	3,3878116920	3,3645732008	3,3091962448	3,2857060306	3,2537594605	3,7034193533	3,6735699011	3,6208489472	3,5636252361	3,5347085461	3,4894982029	3,4600221899	3,4266867333
NEPT	21.07.2021	1,1436497873	1,1466225472	1,1363275447	1,1242680006	1,0725829048	1,0121132875	0,9753654175	0,9492080677	1,1861196875	1,1836320950	1,1747147558	1,1647419269	1,1338141219	1,0963080159	1,0690405861	1,0464176725
KRUS	21.07.2021	37,5868983882	37,7674626506	39,5388327726	41,6935903393	43,3402102776	44,5474446894	45,8424544129	47,4710989264	37,7092930161	37,7922176651	38,7177205848	39,9246042805	40,9555943490	41,8150615103	42,7536269063	43,9009004616
RNST	21.07.2021	39,0568538113	38,8501527855	38,6410342359	38,5735735490	38,3911055755	37,9872678652	37,7223098496	37,6582533191	40,0731692441	39,8681053322	39,6616191827	39,5290840660	39,3425046021	39,0403611323	38,8012790034	38,6649666157
VLT	21.07.2021	14,9725658216	14,9684629103	14,9596514859	14,9269875308	14,8893534829	14,8167437171	14,7773358379	14,7569111332	14,8429070083	14,8531063227	14,8594771564	14,8519078779	14,8393452483	14,8060742505	14,7864481677	14,7748816719
GIII	21.07.2021	31,8306845321	31,7651054014	31,6223588815	31,2801117706	30,8291822190	30,2893310174	30,1112707353	30,1328577911	32,1331483821	32,0699913279	31,9661825864	31,7541651754	31,4728160384	31,1287383786	30,9555251488	30,8864274720
VIOT	21.07.2021	7,5047828218	7,4166404871	7,3063422063	7,2324618225	7,1483778513	7,0159455286	6,9530463554	6,9324925004	7,7929050015	7,7192949995	7,6326954703	7,5629149584	7,4873992463	7,3857421825	7,3175762676	7,2720928281
HOME	21.07.2021	36,7906588256	36,7850841885	36,7877960155	36,8027420003	36,8222434270	36,8472899102	36,8732375044	36,8999216778	36,7117816827	36,7163737435	36,7243380762	36,7382105387	36,7545714252	36,7741359642	36,7946946037	36,8161523040
LCTX	21.07.2021	2,7833149801	2,7718031707	2,7642025977	2,7525294068	2,7357058939	2,7073957175	2,7024146901	2,7110665646	2,7772158527	2,7717667266	2,7677889450	2,7613328595	2,7516821192	2,7353314339	2,7300617799	2,7319606580
CCF	21.07.2021	106,5510362094	107,3926660450	107,8321808657	108,0481473707	108,4084839904	108,2796681646	108,4960923566	108,7149841005	105,5956972089	106,1275355990	106,4782462619	106,7203177267	107,0355254460	107,0988084462	107,3246363295	107,5508611503
AAL	21.07.2021	21,0997723631	20,9034501985	20,8519139514	20,7806567028	20,6005374688	20,3040759860	20,3506075278	20,5414060897	21,6394808503	21,4852446225	21,4028404526	21,3130460366	21,1679941203	20,9586612816	20,9206934896	20,9663416924
LFTR	21.07.2021	9,7484276328	9,7505317412	9,7522532844	9,7500253729	9,7518389831	9,7515046225	9,7512310548	9,7510072266	9,7450643337	9,7464867999	9,7477737931	9,7470334101	9,7482683452	9,7484332647	9,7485824776	9,7487174797
SWIR	21.07.2021	18,6425635667	18,6766429043	18,5954350203	18,4144469041	18,2881837058	18,1230592431	18,1025030587	18,1893206705	18,0571682972	18,1307713093	18,1402216172	18,0887719757	18,0536507697	17,9894934737	17,9914464980	18,0474992052
CPT	21.07.2021	137,6946604381	138,2792682970	138,9521278298	139,6953760946	140,4816721270	140,9250041346	141,9913657985	142,7929345436	135,5078621119	136,0223517833	136,5897464447	137,2040556677	137,8531936300	138,3357464433	139,1409128093	139,8322538652
AXDX	21.07.2021	7,6553524562	7,5180156634	7,3711037315	7,2218121786	7,0960281843	7,0076594478	6,9808122997	7,0243009344	7,8809382380	7,7875155577	7,6848950321	7,5768098091	7,4771136568	7,3945314164	7,3436236752	7,3318499719
NKSH	21.07.2021	34,9784250360	34,9787113099	35,0462180670	35,1687240950	35,2398654183	35,2326172991	35,2794144590	35,3358845851	35,0300911615	35,0253205311	35,0562422400	35,1194573810	35,1614139517	35,1650888861	35,1960329616	35,2335536464
ITRG	21.07.2021	2,8776470940	2,8780749159	2,8782431037	2,8776534485	2,8571710224	2,8104126373	2,7839739691	2,7723423435	2,9410573611	2,9352423852	2,9298859627	2,9246587282	2,9094531450	2,8799814078	2,8595069844	2,8462206076
LPSN	21.07.2021	61,5762543014	61,2678446226	60,5118729840	59,6497143429	58,8897665025	59,0298089288	59,7371160634	60,2630951552	60,9180569980	60,8191945285	60,4659379648	60,0187058213	59,5854958593	59,5925914773	59,9094873527	60,1685838970
CROC	21.07.2021	46,0442794175	46,1653193570	46,1898066079	46,3407509442	46,5242504951	46,8289323620	47,0836718493	47,2127313300	45,5108408681	45,6250464126	45,6893276339	45,8160583791	45,9621479119	46,1752767549	46,3709646394	46,5064441016
LTRPB	21.07.2021	31,2706974223	31,2396615967	31,2869958519	31,3257238788	31,1955923754	31,0173028804	31,0332477280	31,0499299593	31,5670760411	31,5225926449	31,5204409644	31,5184942059	31,4319710063	31,3160690203	31,2959671652	31,2796845781
EEH	20.07.2021	31,1499979202	31,2263618793	31,2870232587	31,2766553102	31,2554452261	31,1671825409	30,9349674225	30,8286097787	30,9815675354	31,0376086935	31,0873601956	31,1009448953	31,1065691764	31,0745150128	30,9617040010	30,9034465135
BAH	21.07.2021	87,7754293182	87,9653512049	88,1261961629	88,3487056741	88,5489404512	88,4364058792	88,5734234359	88,6146197297	87,2292105117	87,3807142434	87,5206460749	87,6948701129	87,8620250496	87,8684988835	87,9943563652	88,0710846211
AROW	21.07.2021	36,0769811464	36,0629845743	36,0678964976	36,1282792300	36,1631374964	36,1334761334	36,0328444420	36,0395999426	36,2169958998	36,1963296237	36,1862030074	36,2065647710	36,2173680971	36,1966663736	36,1379364171	36,1314662531
NRT	21.07.2021	7,1081684541	7,1430469517	7,1370384393	7,1139405828	7,0914058898	6,9856957696	6,9119328886	6,9115814265	6,8958474604	6,9343381966	6,9510679049	6,9566805072	6,9598537704	6,9170105760	6,8849143234	6,8873034209
CGBD	21.07.2021	13,4026152626	13,4057761378	13,3901804209	13,3556021279	13,3145835800	13,2555683420	13,2963740148	13,3243059774	13,4662246544	13,4618223136	13,4483153975	13,4246662939	13,3966028482	13,3578787456	13,3695092977	13,3771750607
CHKEW	21.07.2021	28,7540756037	28,7787890193	28,3644637431	27,9854704601	27,6753850468	27,0544059890	26,8281502575	27,0339409533	28,4447519909	28,4871565050	28,2979035046	28,1057222838	27,9318440365	27,5821446262	27,4133688967	27,4654289145
FOLD	21.07.2021	9,5709809728	9,4908026349	9,3815658546	9,3358266291	9,3293127312	9,3439831160	9,3759862690	9,3367160106	9,7273496491	9,6704592172	9,5961298006	9,5517364972	9,5277616109	9,5165462048	9,5168751813	9,4828870543
DIS	21.07.2021	176,8585907373	178,0933913117	179,0618652857	179,9869795786	179,8638919386	178,6068201222	178,2692164636	178,0184497229	176,3904351421	177,0818216901	177,6854575452	178,3011276739	178,3972105201	177,8784282752	177,7709589156	177,6870580084
GNT	21.07.2021	5,5314867068	5,5112164103	5,5091770630	5,5020539225	5,4834986812	5,4374080153	5,4015156073	5,3776036752	5,5742208369	5,5595331454	5,5538633221	5,5458763190	5,5319833454	5,5032230286	5,4781541469	5,4583299406
GGT	21.07.2021	10,8764165885	10,7116136210	10,5495019981	10,3805016140	10,2422285724	10,1363688042	10,0533927135	9,9873212348	10,8326624378	10,7505041358	10,6618846652	10,5626575434	10,4728806236	10,3954634068	10,3273240638	10,2666264939
